,Song Name,Artist,Weekly Streams,Week of
21741,Murder On My Mind,YNW Melly,2008415,12/20/2018
21742,Startender,A Boogie Wit da Hoodie,2001870,12/20/2018
21743,Candy Paint,Post Malone,1998322,12/20/2018
21744,Look At Me!,XXXTENTACION,1998154,12/20/2018
21745,Identity Theft,Kodak Black,1996692,12/20/2018
21746,Trip,Ella Mai,1993581,12/20/2018
21747,WORKIN ME,Quavo,1991748,12/20/2018
21748,I Like Me Better,Lauv,1991527,12/20/2018
21749,Be Alright,Dean Lewis,1987934,12/20/2018
21750,Hope,XXXTENTACION,1976935,12/20/2018
21751,Natural,Imagine Dragons,1968959,12/20/2018
21752,HUMBLE.,Kendrick Lamar,1967538,12/20/2018
21753,Joy To The World,Nat King Cole,1949240,12/20/2018
21754,Te Boté - Remix,Nio Garcia,1940929,12/20/2018
21755,Jingle Bell Rock - Daryl's Version,"Daryl Hall, John Oates",1939818,12/20/2018
21756,Roll In Peace ,Kodak Black,1936378,12/20/2018
21757,Tequila,Dan + Shay,1932873,12/20/2018
21758,Faucet Failure,Ski Mask The Slump God,1929056,12/20/2018
21759,"Baby, It's Cold Outside",Dean Martin,1923165,12/20/2018
21760,Nowadays ,Lil Skies,1916365,12/20/2018
21761,what are you so afraid of,XXXTENTACION,1915993,12/20/2018
21762,Black & White,Juice WRLD,1909169,12/20/2018
21763,the remedy for a broken heart (why am I so in love),XXXTENTACION,1907476,12/20/2018
21764,Walk,Comethazine,1892186,12/20/2018
21765,Uptown Vibes ,Meek Mill,1871812,12/20/2018
21766,Kamikaze,Lil Mosey,1870642,12/20/2018
21767,REEL IT IN,Aminé,1867972,12/20/2018
21768,SLOW DANCING IN THE DARK,Joji,1864732,12/20/2018
21769,Mistletoe And Holly - Remastered 1999,Frank Sinatra,1853950,12/20/2018
21770,Taking A Walk,Trippie Redd,1849624,12/20/2018
21771,Young Dumb & Broke,Khalid,1842711,12/20/2018
21772,Praise The Lord (Da Shine) ,A$AP Rocky,1823179,12/20/2018
21773,"Have Yourself A Merry Little Christmas - ""Meet Me In St. Louis"" Original Cast Recording",Judy Garland,1817413,12/20/2018
21774,Hallelujah,Pentatonix,1800442,12/20/2018
21775,On Me ,Meek Mill,1796974,12/20/2018
21776,Close Friends (Lil Baby & Gunna),Lil Baby,1790557,12/20/2018
21777,Take One,Kodak Black,1784785,12/20/2018
21778,This Feeling,The Chainsmokers,1777940,12/20/2018
21779,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,1770531,12/20/2018
21780,STOOPID,6ix9ine,1768829,12/20/2018
21781,JAPAN,Famous Dex,1746476,12/20/2018
21782,BUTTERFLY EFFECT,Travis Scott,1744795,12/20/2018
21783,The Middle,"Zedd, Maren Morris, Grey",1740661,12/20/2018
21784,Location,Khalid,1738726,12/20/2018
21785,Winter Wonderland,Tony Bennett,1725141,12/20/2018
21786,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,1723598,12/20/2018
21787,"Merry Christmas, Happy Holidays",*NSYNC,1715615,12/20/2018
21788,Train food,XXXTENTACION,1714129,12/20/2018
21789,Walk It Talk It,Migos,1709795,12/20/2018
21790,What Christmas Means To Me,Stevie Wonder,1703896,12/20/2018
21791,All The Stars,"Kendrick Lamar, SZA",1703787,12/20/2018
21792,Mona Lisa ,Lil Wayne,1690564,12/20/2018
21793,Little Saint Nick - 1991 Remix,The Beach Boys,1685100,12/20/2018
21794,Legends,Juice WRLD,1683407,12/20/2018
21795,Bank Account,21 Savage,8198664,8/10/2017
21796,XO TOUR Llif3,Lil Uzi Vert,8038105,8/10/2017
21797,Unforgettable,French Montana,8003557,8/10/2017
21798,Wild Thoughts ,DJ Khaled,7581620,8/10/2017
21799,Despacito,Luis Fonsi,7268760,8/10/2017
21800,HUMBLE.,Kendrick Lamar,6419961,8/10/2017
21801,I'm the One ,DJ Khaled,6161943,8/10/2017
21802,Mi Gente,J Balvin,5804966,8/10/2017
21803,BUTTERFLY EFFECT,Travis Scott,5447263,8/10/2017
21804,Congratulations,Post Malone,5433794,8/10/2017
21805,Sorry Not Sorry,Demi Lovato,5272179,8/10/2017
21806,Feels,Calvin Harris,5176805,8/10/2017
21807,Strip That Down,Liam Payne,5107606,8/10/2017
21808,Location,Khalid,4963483,8/10/2017
21809,Redbone,Childish Gambino,4845568,8/10/2017
21810,Attention,Charlie Puth,4618464,8/10/2017
21811,Young Dumb & Broke,Khalid,4560608,8/10/2017
21812,Believer,Imagine Dragons,4481414,8/10/2017
21813,Body Like A Back Road,Sam Hunt,4393673,8/10/2017
21814,1-800-273-8255,Logic,4143981,8/10/2017
21815,Bodak Yellow,Cardi B,4111866,8/10/2017
21816,DNA.,Kendrick Lamar,4104185,8/10/2017
21817,Slippery ,Migos,4071640,8/10/2017
21818,goosebumps,Travis Scott,4032396,8/10/2017
21819,2U ,David Guetta,3999315,8/10/2017
21820,Magnolia,Playboi Carti,3989060,8/10/2017
21821,Love Galore ,SZA,3952890,8/10/2017
21822,Fetish ,Selena Gomez,3951148,8/10/2017
21823,Feel It Still,Portugal. The Man,3817051,8/10/2017
21824,Glorious ,Macklemore,3782401,8/10/2017
21825,Slow Hands,Niall Horan,3780314,8/10/2017
21826,Back to You ,Louis Tomlinson,3775237,8/10/2017
21827,Thunder,Imagine Dragons,3752404,8/10/2017
21828,Praying,Kesha,3655176,8/10/2017
21829,Mask Off,Future,3654906,8/10/2017
21830,Slide,Calvin Harris,3630803,8/10/2017
21831,Perplexing Pegasus,Rae Sremmurd,3539650,8/10/2017
21832,New Rules,Dua Lipa,3510637,8/10/2017
21833,That's What I Like,Bruno Mars,3452805,8/10/2017
21834,There's Nothing Holdin' Me Back,Shawn Mendes,3411682,8/10/2017
21835,I Like Me Better,Lauv,3391274,8/10/2017
21836,Signs,Drake,3292122,8/10/2017
21837,LOVE.,Kendrick Lamar,3287123,8/10/2017
21838,LOYALTY.,Kendrick Lamar,3285180,8/10/2017
21839,It's A Vibe,2 Chainz,3259486,8/10/2017
21840,Shape of You,Ed Sheeran,3249491,8/10/2017
21841,Drowning ,A Boogie Wit da Hoodie,3212702,8/10/2017
21842,Now Or Never,Halsey,3099838,8/10/2017
21843,Rollin,Calvin Harris,3004827,8/10/2017
21844,Bad Liar,Selena Gomez,2999782,8/10/2017
21845,Rake It Up,Yo Gotti,2792990,8/10/2017
21846,Stay ,"Zedd, Alessia Cara",2760489,8/10/2017
21847,4:00 AM,2 Chainz,2727864,8/10/2017
21848,Passionfruit,Drake,2608021,8/10/2017
21849,iSpy ,KYLE,2553373,8/10/2017
21850,No Complaints,Metro Boomin,2451854,8/10/2017
21851,Most Girls,Hailee Steinfeld,2293636,8/10/2017
21852,More Than You Know,Axwell /\ Ingrosso,2282316,8/10/2017
21853,Something Just Like This,"The Chainsmokers, Coldplay",2260470,8/10/2017
21854,Rich Love ,"OneRepublic, Seeb, Seeb",2176894,8/10/2017
21855,Know No Better ,Major Lazer,2160471,8/10/2017
21856,Bounce Back,Big Sean,2155361,8/10/2017
21857,There for You,Martin Garrix,2109460,8/10/2017
21858,Ex Calling,6LACK,2099852,8/10/2017
21859,Bad and Boujee ,Migos,2098522,8/10/2017
21860,Say You Won't Let Go,James Arthur,2087974,8/10/2017
21861,Despacito,Luis Fonsi,2068094,8/10/2017
21862,Closer,The Chainsmokers,2058354,8/10/2017
21863,Crying in the Club,Camila Cabello,2054649,8/10/2017
21864,Tunnel Vision,Kodak Black,2030916,8/10/2017
21865,do re mi,blackbear,2030677,8/10/2017
21866,Would You Ever,Skrillex,2010971,8/10/2017
21867,Issues,Julia Michaels,1990716,8/10/2017
21868,Mama,Jonas Blue,1961793,8/10/2017
21869,Reminder - Remix,The Weeknd,1949543,8/10/2017
21870,Portland,Drake,1947033,8/10/2017
21871,Swang,Rae Sremmurd,1942362,8/10/2017
21872,Down,Fifth Harmony,1919373,8/10/2017
21873,wokeuplikethis*,Playboi Carti,1886251,8/10/2017
21874,Numb,21 Savage,1886195,8/10/2017
21875,T-Shirt,Migos,1881115,8/10/2017
21876,Met Gala ,Gucci Mane,1875744,8/10/2017
21877,It Ain't Me,"Kygo, Selena Gomez",1867208,8/10/2017
21878,Caroline,Amine,1845306,8/10/2017
21879,No Promises,Cheat Codes,1831363,8/10/2017
21880,Broccoli ,DRAM,1821104,8/10/2017
21881,Swalla ,Jason Derulo,1814749,8/10/2017
21882,ELEMENT.,Kendrick Lamar,1795083,8/10/2017
21883,Your Song,Rita Ora,1778155,8/10/2017
21884,What Ifs,Kane Brown,1776198,8/10/2017
21885,Fake Love,Drake,1769924,8/10/2017
21886,OMG,Camila Cabello,1756824,8/10/2017
21887,Look At Me!,XXXTENTACION,1754758,8/10/2017
21888,do re mi ,blackbear,1750350,8/10/2017
21889,First Day Out,Tee Grizzley,1738240,8/10/2017
21890,Starboy,The Weeknd,1736849,8/10/2017
21891,Felices los 4,Maluma,1723308,8/10/2017
21892,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,1710148,8/10/2017
21893,pick up the phone,"Young Thug, Travis Scott",1699566,8/10/2017
21894,White Iverson,Post Malone,1654576,8/10/2017
21895,Go Flex,Post Malone,1653602,8/10/2017
21896,Relationship ,Young Thug,1648658,8/10/2017
21897,Small Town Boy,Dustin Lynch,1635225,8/10/2017
21898,No Problem ,Chance the Rapper,1622074,8/10/2017
21899,Losin Control,Russ,1615055,8/10/2017
21900,Craving You,Thomas Rhett,1612798,8/10/2017
21901,Malibu,Miley Cyrus,1608806,8/10/2017
21902,Who Dat Boy,"Tyler, The Creator",1607834,8/10/2017
21903,beibs in the trap,Travis Scott,1603876,8/10/2017
21904,Hurricane,Luke Combs,1589260,8/10/2017
21905,Rolex,"Ayo, Teo",1585699,8/10/2017
21906,Everyday We Lit ,YFN Lucci,1584311,8/10/2017
21907,All My Love ,Cash Cash,1573710,8/10/2017
21908,The Weekend,SZA,1567347,8/10/2017
21909,Money Longer,Lil Uzi Vert,1565372,8/10/2017
21910,Unforgettable,Thomas Rhett,1561984,8/10/2017
21911,PRBLMS,6LACK,1531999,8/10/2017
21912,One Dance,Drake,1518761,8/10/2017
21913,X ,21 Savage,1517462,8/10/2017
21914,I Don't Wanna Live Forever,"Zayn, Taylor Swift",1495778,8/10/2017
21915,No Role Modelz,J. Cole,1494560,8/10/2017
21916,Gyalchester,Drake,1481280,8/10/2017
21917,Candy Paint,Post Malone,1480388,8/10/2017
21918,Escápate Conmigo,Wisin,1478140,8/10/2017
21919,Why,Sabrina Carpenter,1444373,8/10/2017
21920,Neighbors,J. Cole,1436344,8/10/2017
21921,What They Want,Russ,1426619,8/10/2017
21922,Super Far,LANY,1419947,8/10/2017
21923,Get Low,"Zedd, Liam Payne",1413790,8/10/2017
21924,Havana,Camila Cabello,1409692,8/10/2017
21925,RAF,A$AP Mob,1395909,8/10/2017
21926,See You Again,"Tyler, The Creator",1388883,8/10/2017
21927,Heartache On The Dance Floor,Jon Pardi,1387122,8/10/2017
21928,In Case You Didn't Know,Brett Young,1377266,8/10/2017
21929,Audi.,Smokepurpp,1372639,8/10/2017
21930,Myself,NAV,1371052,8/10/2017
21931,You Was Right,Lil Uzi Vert,1357943,8/10/2017
21932,Tone It Down ,Gucci Mane,1352117,8/10/2017
21933,Saved,Khalid,1349173,8/10/2017
21934,I Feel It Coming,The Weeknd,1347704,8/10/2017
21935,911 / Mr. Lonely,"Tyler, The Creator",1345554,8/10/2017
21936,Castle on the Hill,Ed Sheeran,1316695,8/10/2017
21937,Two High,Moon Taxi,1314286,8/10/2017
21938,24K Magic,Bruno Mars,1313756,8/10/2017
21939,Reminder,The Weeknd,1311828,8/10/2017
21940,Paris,The Chainsmokers,1300989,8/10/2017
21941,Starving,Hailee Steinfeld,1300377,8/10/2017
21942,Marmalade ,Macklemore,1299995,8/10/2017
21943,Black Beatles,Rae Sremmurd,1278804,8/10/2017
21944,Low Life,Future,1278617,8/10/2017
21945,Horses ,"PnB Rock, PnB Rock, Kodak Black, A Boogie Wit da Hoodie, PnB Rock, Kodak Black, A Boogie Wit da Hoodie",1267572,8/10/2017
21946,8TEEN,Khalid,1266128,8/10/2017
21947,Sign of the Times,Harry Styles,1262290,8/10/2017
21948,The Night We Met,Lord Huron,1259034,8/10/2017
21949,Don't Let Me Down,The Chainsmokers,1242420,8/10/2017
21950,Exchange,Bryson Tiller,1234256,8/10/2017
21951,A$AP Ferg,NAV,1233231,8/10/2017
21952,From The D To The A ,Tee Grizzley,1231589,8/10/2017
21953,Don't,Bryson Tiller,1216021,8/10/2017
21954,Crew ,GoldLink,1213437,8/10/2017
21955,Symphony ,Clean Bandit,1211328,8/10/2017
21956,Do I Make You Wanna,Billy Currington,1210560,8/10/2017
21957,Some Way,NAV,1205930,8/10/2017
21958,No Heart,21 Savage,1196532,8/10/2017
21959,No Such Thing as a Broken Heart,Old Dominion,1190931,8/10/2017
21960,'Till I Collapse,Eminem,1187714,8/10/2017
21961,Run Me Dry,Bryson Tiller,1182809,8/10/2017
21962,Hymn,Kesha,1155100,8/10/2017
21963,Moves,Big Sean,1152746,8/10/2017
21964,Heavy ,Linkin Park,1151854,8/10/2017
21965,Stop Smoking Black & Milds,Ugly God,1142431,8/10/2017
21966,Up,NAV,1140423,8/10/2017
21967,No Flockin,Kodak Black,1138467,8/10/2017
21968,Weak,AJR,1137789,8/10/2017
21969,Chill Bill,Rob $tone,1134368,8/10/2017
21970,Me Rehúso,Danny Ocean,1130012,8/10/2017
21971,Selfish,PnB Rock,1129428,8/10/2017
21972,Everybody,Logic,1129388,8/10/2017
21973,Somethin' I'm Good At,Brett Eldredge,1127929,8/10/2017
21974,Sway ,NexXthursday,1126527,8/10/2017
21975,Love On The Brain,Rihanna,1125974,8/10/2017
21976,Gassed Up,Nebu Kiniza,1114919,8/10/2017
21977,You Da Baddest,Future,1113217,8/10/2017
21978,"How Far I'll Go - From ""Moana""",Alessia Cara,1110117,8/10/2017
21979,H.O.L.Y.,Florida Georgia Line,1109430,8/10/2017
21980,Hometown Girl,Josh Turner,1105870,8/10/2017
21981,Whatever You Need ,Meek Mill,1099618,8/10/2017
21982,Nobody Else But You,Trey Songz,1099482,8/10/2017
21983,Get Right Witcha,Migos,1094908,8/10/2017
21984,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,1092524,8/10/2017
21985,Can't Stop The Feeling!,Justin Timberlake,1088885,8/10/2017
21986,Galway Girl,Ed Sheeran,1088423,8/10/2017
21987,Skateboard P ,MadeinTYO,1087206,8/10/2017
21988,Water,Ugly God,1082701,8/10/2017
21989,Perfect,Ed Sheeran,1082414,8/10/2017
21990,Flatliner ,Cole Swindell,1080507,8/10/2017
21991,Heathens,Twenty One Pilots,1079351,8/10/2017
21992,In the End,Linkin Park,1071931,8/10/2017
21993,Ahora Dice,Chris Jeday,1068478,8/10/2017
21994,Patty Cake,Kodak Black,1062207,8/10/2017
21995,rockstar,Post Malone,14319785,11/23/2017
21996,Gucci Gang,Lil Pump,10128276,11/23/2017
21997,I Fall Apart,Post Malone,7633134,11/23/2017
21998,Havana,Camila Cabello,6743611,11/23/2017
21999,No Limit,G-Eazy,6592238,11/23/2017
22000,Bank Account,21 Savage,6343725,11/23/2017
22001,Too Good At Goodbyes,Sam Smith,6277980,11/23/2017
22002,Ric Flair Drip,"Offset, Metro Boomin",6146139,11/23/2017
22003,Plain Jane,A$AP Ferg,6105720,11/23/2017
22004,Candy Paint,Post Malone,6055899,11/23/2017
22005,1-800-273-8255,Logic,5955285,11/23/2017
22006,Wolves,Selena Gomez,5513372,11/23/2017
22007,XO TOUR Llif3,Lil Uzi Vert,5413872,11/23/2017
22008,MotorSport,Migos,5366998,11/23/2017
22009,Young Dumb & Broke,Khalid,5343003,11/23/2017
22010,Perfect,Ed Sheeran,5286723,11/23/2017
22011,What Lovers Do ,Maroon 5,5185653,11/23/2017
22012,Bodak Yellow,Cardi B,5074715,11/23/2017
22013,Let You Down,NF,5031194,11/23/2017
22014,Congratulations,Post Malone,4784927,11/23/2017
22015,I Get The Bag ,Gucci Mane,4783776,11/23/2017
22016,New Rules,Dua Lipa,4634645,11/23/2017
22017,Silence,Marshmello,4348222,11/23/2017
22018,Meant to Be,"Bebe Rexha, Florida Georgia Line",4336848,11/23/2017
22019,Let Me Go,"Hailee Steinfeld, Alesso",4176062,11/23/2017
22020,Bad At Love,Halsey,4159579,11/23/2017
22021,HUMBLE.,Kendrick Lamar,4147507,11/23/2017
22022,Ghostface Killers,21 Savage,4147465,11/23/2017
22023,Unforgettable,French Montana,3951631,11/23/2017
22024,Sorry Not Sorry,Demi Lovato,3907665,11/23/2017
22025,BUTTERFLY EFFECT,Travis Scott,3838752,11/23/2017
22026,Betrayed,Lil Xan,3765322,11/23/2017
22027,Jocelyn Flores,XXXTENTACION,3720578,11/23/2017
22028,Roll In Peace ,Kodak Black,3713981,11/23/2017
22029,goosebumps,Travis Scott,3701926,11/23/2017
22030,Thunder,Imagine Dragons,3677318,11/23/2017
22031,The Way Life Goes ,Lil Uzi Vert,3601964,11/23/2017
22032,Location,Khalid,3451127,11/23/2017
22033,Fuck Love ,XXXTENTACION,3448656,11/23/2017
22034,PICK IT UP ,Famous Dex,3423570,11/23/2017
22035,LOVE.,Kendrick Lamar,3411693,11/23/2017
22036,Drowning ,A Boogie Wit da Hoodie,3357020,11/23/2017
22037,Wanted You ,NAV,3356130,11/23/2017
22038,How Long,Charlie Puth,3306131,11/23/2017
22039,Slippery ,Migos,3294754,11/23/2017
22040,Walk On Water ,Eminem,3286315,11/23/2017
22041,Rake It Up,Yo Gotti,3250496,11/23/2017
22042,Feel It Still,Portugal. The Man,3181058,11/23/2017
22043,Dusk Till Dawn,ZAYN,3084271,11/23/2017
22044,Havana - Remix,Camila Cabello,2813827,11/23/2017
22045,Go Flex,Post Malone,2804246,11/23/2017
22046,Échame La Culpa,Luis Fonsi,2710285,11/23/2017
22047,The Race,22 Savage,2559332,11/23/2017
22048,Rubbin Off The Paint,YBN Nahmir,2554432,11/23/2017
22049,Believer,Imagine Dragons,2532505,11/23/2017
22050,Mi Gente,J Balvin,2461955,11/23/2017
22051,Save That Shit,Lil Peep,2461038,11/23/2017
22052,All I Want for Christmas Is You,Mariah Carey,2443743,11/23/2017
22053,Magnolia,Playboi Carti,2373256,11/23/2017
22054,Relationship ,Young Thug,2356579,11/23/2017
22055,Shape of You,Ed Sheeran,2340603,11/23/2017
22056,DNA.,Kendrick Lamar,2330834,11/23/2017
22057,Redbone,Childish Gambino,2304793,11/23/2017
22058,Pray,Sam Smith,2293791,11/23/2017
22059,Sauce It Up,Lil Uzi Vert,2290918,11/23/2017
22060,The Way Life Goes ,Lil Uzi Vert,2286454,11/23/2017
22061,Body Like A Back Road,Sam Hunt,2285379,11/23/2017
22062,White Iverson,Post Malone,2281206,11/23/2017
22063,Wait,Maroon 5,2279605,11/23/2017
22064,GUMMO,6ix9ine,2242150,11/23/2017
22065,Attention,Charlie Puth,2230084,11/23/2017
22066,Love Galore ,SZA,2220319,11/23/2017
22067,Mask Off,Future,2213669,11/23/2017
22068,Sky Walker ,Miguel,2177485,11/23/2017
22069,Stargazing,Kygo,2173201,11/23/2017
22070,Transportin',Kodak Black,2171711,11/23/2017
22071,I Miss You ,Clean Bandit,2166207,11/23/2017
22072,...Ready For It?,Taylor Swift,2166079,11/23/2017
22073,Despacito,Luis Fonsi,2109049,11/23/2017
22074,It's A Vibe,2 Chainz,2105622,11/23/2017
22075,Look What You Made Me Do,Taylor Swift,2100645,11/23/2017
22076,Losin Control,Russ,2072304,11/23/2017
22077,Pills & Automobiles ,Chris Brown,2065343,11/23/2017
22078,Everybody Dies In Their Nightmares,XXXTENTACION,2015620,11/23/2017
22079,Slow Hands,Niall Horan,1952057,11/23/2017
22080,I'm the One ,DJ Khaled,1948982,11/23/2017
22081,Good Old Days ,Macklemore,1932537,11/23/2017
22082,Say You Won't Let Go,James Arthur,1929054,11/23/2017
22083,Glorious ,Macklemore,1926222,11/23/2017
22084,Strip That Down,Liam Payne,1915414,11/23/2017
22085,Praying,Kesha,1900121,11/23/2017
22086,Bad and Boujee ,Migos,1886622,11/23/2017
22087,iSpy ,KYLE,1885485,11/23/2017
22088,New Freezer ,Rich The Kid,1858229,11/23/2017
22089,Benz Truck - гелик,Lil Peep,1846302,11/23/2017
22090,Homemade Dynamite,Lorde,1844451,11/23/2017
22091,Lonely Together ,Avicii,1843751,11/23/2017
22092,What Ifs,Kane Brown,1839117,11/23/2017
22093,Tunnel Vision,Kodak Black,1839072,11/23/2017
22094,wokeuplikethis*,Playboi Carti,1836882,11/23/2017
22095,The Weekend,SZA,1820994,11/23/2017
22096,I Like Me Better,Lauv,1809695,11/23/2017
22097,That's What I Like,Bruno Mars,1803378,11/23/2017
22098,LOYALTY.,Kendrick Lamar,1794866,11/23/2017
22099,Wild Thoughts ,DJ Khaled,1783269,11/23/2017
22100,Patek Water,Future,1761191,11/23/2017
22101,What About Us,P!nk,1742732,11/23/2017
22102,Bounce Back,Big Sean,1739061,11/23/2017
22103,Mi Gente ,J Balvin,1738572,11/23/2017
22104,Look At Me!,XXXTENTACION,1731135,11/23/2017
22105,Unforgettable,Thomas Rhett,1721104,11/23/2017
22106,Passionfruit,Drake,1712371,11/23/2017
22107,Rap Saved Me,21 Savage,1704499,11/23/2017
22108,T-Shirt,Migos,1704258,11/23/2017
22109,Rockin' Around The Christmas Tree - Single Version,Brenda Lee,1703939,11/23/2017
22110,Crew ,GoldLink,1686036,11/23/2017
22111,Boss,Lil Pump,1683513,11/23/2017
22112,Awful Things,Lil Peep,1670309,11/23/2017
22113,beibs in the trap,Travis Scott,1648182,11/23/2017
22114,20 Min,Lil Uzi Vert,1644108,11/23/2017
22115,Feels Great ,Cheat Codes,1639047,11/23/2017
22116,do re mi,blackbear,1637999,11/23/2017
22117,No Role Modelz,J. Cole,1632002,11/23/2017
22118,Lemon,N.E.R.D,1621787,11/23/2017
22119,Gorgeous,Taylor Swift,1603861,11/23/2017
22120,New,Daya,1600630,11/23/2017
22121,Tip Toe ,Jason Derulo,1597225,11/23/2017
22122,Breakfast ,Jaden,1575573,11/23/2017
22123,PRBLMS,6LACK,1575533,11/23/2017
22124,There's Nothing Holdin' Me Back,Shawn Mendes,1573581,11/23/2017
22125,The Beautiful & Damned,G-Eazy,1572270,11/23/2017
22126,Call It What You Want,Taylor Swift,1565561,11/23/2017
22127,First Day Out,Tee Grizzley,1561522,11/23/2017
22128,Pull Up N Wreck,"Big Sean, Metro Boomin",1553397,11/23/2017
22129,Too Much To Ask,Niall Horan,1552541,11/23/2017
22130,Starboy,The Weeknd,1539080,11/23/2017
22131,Swang,Rae Sremmurd,1525326,11/23/2017
22132,X ,21 Savage,1514894,11/23/2017
22133,Something Just Like This,"The Chainsmokers, Coldplay",1510568,11/23/2017
22134,Closer,The Chainsmokers,1500181,11/23/2017
22135,4:00 AM,2 Chainz,1498207,11/23/2017
22136,Se Preparó,Ozuna,1495121,11/23/2017
22137,do re mi ,blackbear,1491337,11/23/2017
22138,My Choppa Hate Niggas,21 Savage,1488600,11/23/2017
22139,Perplexing Pegasus,Rae Sremmurd,1484967,11/23/2017
22140,Lovin' ,PnB Rock,1479856,11/23/2017
22141,When It Rains It Pours,Luke Combs,1478640,11/23/2017
22142,Money Longer,Lil Uzi Vert,1477760,11/23/2017
22143,In Case You Didn't Know,Brett Young,1477114,11/23/2017
22144,No Option,Post Malone,1472462,11/23/2017
22145,Fake Love,Drake,1465239,11/23/2017
22146,Caroline,Amine,1463494,11/23/2017
22147,Broccoli ,DRAM,1460955,11/23/2017
22148,Myself,NAV,1452574,11/23/2017
22149,Questions,Chris Brown,1449419,11/23/2017
22150,What They Want,Russ,1445185,11/23/2017
22151,Issues,Julia Michaels,1439061,11/23/2017
22152,It's the Most Wonderful Time of the Year,Andy Williams,1437540,11/23/2017
22153,Ex Calling,6LACK,1433928,11/23/2017
22154,Stranger Things ,Kygo,1429318,11/23/2017
22155,Now Or Never,Halsey,1427038,11/23/2017
22156,D Rose,Lil Pump,1425703,11/23/2017
22157,I Don't Wanna Live Forever,"Zayn, Taylor Swift",1425268,11/23/2017
22158,Greatest Love Story,LANCO,1395180,11/23/2017
22159,Don't,Bryson Tiller,1391779,11/23/2017
22160,Last Christmas,Wham!,1385666,11/23/2017
22161,Die For You,The Weeknd,1385483,11/23/2017
22162,Darkside ,"Ty Dolla $ign, Ty Dolla $ign, Future feat. Kiiara, Ty Dolla $ign, Future",1383505,11/23/2017
22163,Exchange,Bryson Tiller,1383447,11/23/2017
22164,From The D To The A ,Tee Grizzley,1382022,11/23/2017
22165,All Falls Down ,Alan Walker,1379352,11/23/2017
22166,Stay ,"Zedd, Alessia Cara",1375865,11/23/2017
22167,Portland,Drake,1370478,11/23/2017
22168,Skir Skirr,Lil Uzi Vert,1370292,11/23/2017
22169,Both ,Gucci Mane,1364196,11/23/2017
22170,Love Scars,Trippie Redd,1354864,11/23/2017
22171,Heartache On The Dance Floor,Jon Pardi,1351557,11/23/2017
22172,No Problem ,Chance the Rapper,1350738,11/23/2017
22173,No Complaints,Metro Boomin,1350141,11/23/2017
22174,Man's Not Hot,Big Shaq,1347267,11/23/2017
22175,Mayores,Becky G,1346470,11/23/2017
22176,One Dance,Drake,1345740,11/23/2017
22177,Everyday We Lit ,YFN Lucci,1342857,11/23/2017
22178,Craving You,Thomas Rhett,1334046,11/23/2017
22179,Friends ,"Justin Bieber, BloodPop",1332313,11/23/2017
22180,No Smoke,YoungBoy Never Broke Again,1328461,11/23/2017
22181,Bust Down,Trippie Redd,1323540,11/23/2017
22182,'Till I Collapse,Eminem,1310592,11/23/2017
22183,Horses ,"PnB Rock, PnB Rock, Kodak Black, A Boogie Wit da Hoodie, PnB Rock, Kodak Black, A Boogie Wit da Hoodie",1296419,11/23/2017
22184,pick up the phone,"Young Thug, Travis Scott",1293460,11/23/2017
22185,Jingle Bell Rock,Anita Kerr Singers,1289178,11/23/2017
22186,Slide,Calvin Harris,1282275,11/23/2017
22187,Curve ,Gucci Mane,1277750,11/23/2017
22188,Flex Like Ouu,Lil Pump,1275357,11/23/2017
22189,Most Girls,Hailee Steinfeld,1269108,11/23/2017
22190,Saved,Khalid,1264427,11/23/2017
22191,A Different Way ,"DJ Snake, Lauv, Lauv",1261880,11/23/2017
22192,Bedroom Floor,Liam Payne,1257787,11/23/2017
22193,Beamer Boy,Lil Peep,1256663,11/23/2017
22194,Rolex,"Ayo, Teo",1254120,11/23/2017
22195,Money In The Grave (Drake ft. Rick Ross),Drake,11629485,6/20/2019
22196,You Need To Calm Down,Taylor Swift,11225591,6/20/2019
22197,bad guy,Billie Eilish,8577200,6/20/2019
22198,Old Town Road ,Lil Nas X,7656707,6/20/2019
22199,No Guidance ,Chris Brown,7247191,6/20/2019
22200,Suge,DaBaby,7169227,6/20/2019
22201,Truth Hurts,Lizzo,7115427,6/20/2019
22202,The London,"Young Thug, J. Cole, Travis Scott",7020693,6/20/2019
22203,I Don't Care,"Ed Sheeran, Justin Bieber, Justin Bieber",6842551,6/20/2019
22204,EARFQUAKE,"Tyler, The Creator",6616116,6/20/2019
22205,Sunflower,"Post Malone, Swae Lee",6427013,6/20/2019
22206,Pop Out ,Polo G,6420485,6/20/2019
22207,Ransom,Lil Tecca,6412874,6/20/2019
22208,Talk,Khalid,5455818,6/20/2019
22209,Never Really Over,Katy Perry,5095334,6/20/2019
22210,MIDDLE CHILD,J. Cole,4972421,6/20/2019
22211,If I Can't Have You,Shawn Mendes,4895205,6/20/2019
22212,Sucker,Jonas Brothers,4884498,6/20/2019
22213,Sanctuary,Joji,4882692,6/20/2019
22214,Go Loko ,"YG, Tyga, Jon Z",4820374,6/20/2019
